From Artist,To Artist,Weight
"""Chicken Girls"" Cast",Chicken Girls,27.0
"""Chicken Girls"" Cast",Brooke Butler,32.5
"""Chicken Girls"" Cast",Sophie Michelle,30.0
"""Chicken Girls"" Cast",Jules LeBlanc,39.0
"""Chicken Girls"" Cast",Ruby Rose Turner,29.5
"""Chicken Girls"" Cast",Ava Kolker,29.0
"""Chicken Girls"" Cast",Sky Brown,28.0
"""Chicken Girls"" Cast",Lizzy Capri,30.0
"""Chicken Girls"" Cast",Jayden Bartels,31.5
"""Chicken Girls"" Cast",Stefan Benz,30.5
"""Chicken Girls"" Cast",Symonne Harrison,26.0
"""Chicken Girls"" Cast",funniflix,30.5
"""Chicken Girls"" Cast",Indiana Massara,31.0
"""Chicken Girls"" Cast",Andi Mack,30.0
"""Chicken Girls"" Cast",GEN:ZED,26.5
"""Chicken Girls"" Cast",Indi Star,24.0
"""Chicken Girls"" Cast",Coco Quinn,36.5
"""Chicken Girls"" Cast",Carson Lueders,30.0
"""Chicken Girls"" Cast",Mackenzie Turner,28.5
"""Chicken Girls"" Cast",Jenna Davis,36.5
100% Pure Poison,Milton Wright,31.0
100% Pure Poison,The Blackbyrds,37.0
100% Pure Poison,Bobbi Humphrey,34.5
100% Pure Poison,Roy Ayers Ubiquity,41.0
100% Pure Poison,Gil Scott-Heron & Brian Jackson,13.5
100% Pure Poison,24 Carat Black,31.5
100% Pure Poison,Lonnie Liston Smith,36.0
100% Pure Poison,Roy Ayers,41.5
100% Pure Poison,O'Donel Levy,13.5
100% Pure Poison,Leon Ware,38.0
100% Pure Poison,Leroy Hutson,34.0
100% Pure Poison,Leon Thomas,37.5
100% Pure Poison,Weldon Irvine,35.5
100% Pure Poison,Jon Lucien,13.5
100% Pure Poison,Little Beaver,36.0
100% Pure Poison,Donald Byrd,41.0
100% Pure Poison,Dexter Wansel,33.5
100% Pure Poison,Reuben Wilson,13.5
100% Pure Poison,Mandrill,32.5
100% Pure Poison,Fatback Band,38.5
21:03,Jonathan Nelson,39.5
21:03,Shekinah Glory Ministry,39.0
21:03,The Clark Sisters,40.0
21:03,Karen Clark Sheard,39.5
21:03,Tonéx,35.0
21:03,Myron Butler & Levi,33.5
21:03,Trin-I-Tee 5:7,37.5
21:03,Deitrick Haddon,41.5
21:03,Byron Cage,39.5
21:03,Lisa McClendon,33.5
21:03,Maurette Brown Clark,38.0
21:03,Canton Jones,39.0
21:03,Men Of Standard,34.5
21:03,Joann Rosario,33.5
21:03,Kim Burrell,38.0
21:03,Dorinda Clark-Cole,36.0
21:03,James Fortune,41.0
21:03,Smokie Norful,42.0
21:03,Kurt Carr,38.0
21:03,John P. Kee,41.5
24 Carat Black,Eugene McDaniels,34.0
24 Carat Black,Lafayette Afro Rock Band,35.0
24 Carat Black,The Blackbyrds,39.5
24 Carat Black,Milton Wright,33.5
24 Carat Black,Black Heat,30.5
24 Carat Black,Mandrill,35.0
24 Carat Black,Weldon Irvine,38.0
