From Artist,To Artist,Weight
$HOR1 WINBOY,VILLSHANA,47.5
$HOR1 WINBOY,MAY-DOG,43.5
$HOR1 WINBOY,リルジャップ,23.5
$HOR1 WINBOY,Hawk,53.0
$HOR1 WINBOY,YOSHIKI EZAKI,23.5
$HOR1 WINBOY,YRD Leo,46.0
$HOR1 WINBOY,Linobu,42.0
$HOR1 WINBOY,KeeP,47.5
$HOR1 WINBOY,SHuN-BOX,42.5
$HOR1 WINBOY,SOUTH BLUE,46.5
$HOR1 WINBOY,13ELL,46.0
$HOR1 WINBOY,百足,23.5
$HOR1 WINBOY,Lo-keyBoi,43.5
$HOR1 WINBOY,15MUS,45.5
$HOR1 WINBOY,gb,23.5
$HOR1 WINBOY,Lil King,54.5
$HOR1 WINBOY,REVi,64.0
$HOR1 WINBOY,Liza,23.5
$HOR1 WINBOY,Gokou Kuyt,23.5
$HOR1 WINBOY,TWO BEST,44.0
'In The Heights' Original Broadway Company,Mandy Gonzalez,49.5
'In The Heights' Original Broadway Company,Eliseo Roman,41.5
'In The Heights' Original Broadway Company,Karen Olivo,24.0
'In The Heights' Original Broadway Company,Christopher Fitzgerald,24.0
'In The Heights' Original Broadway Company,Jewelle Blackman,24.0
'In The Heights' Original Broadway Company,Amber Gray,24.0
'In The Heights' Original Broadway Company,Hadestown Original Broadway Company,24.0
'In The Heights' Original Broadway Company,Melissa Barrera,54.5
'In The Heights' Original Broadway Company,Ariana DeBose,52.5
'In The Heights' Original Broadway Company,Jennifer Damiano,24.0
'In The Heights' Original Broadway Company,Drew Gehling,24.0
'In The Heights' Original Broadway Company,Patrick Page,24.0
'In The Heights' Original Broadway Company,Eva Noblezada,24.0
'In The Heights' Original Broadway Company,Erika Henningsen,24.0
'In The Heights' Original Broadway Company,Christian Borle,24.0
'In The Heights' Original Broadway Company,Ben Fankhauser,49.5
'In The Heights' Original Broadway Company,Bring It On: The Musical - Original Broadway Cast,24.0
'In The Heights' Original Broadway Company,Mike Faist,53.0
'In The Heights' Original Broadway Company,Grey Henson,24.0
'In The Heights' Original Broadway Company,Alice Ripley,24.0
((( O ))),June Marieezy,30.5
((( O ))),vbnd,55.0
((( O ))),Duñe,58.0
((( O ))),Galimatias,61.5
((( O ))),FKJ,30.5
((( O ))),53 Thieves,57.5
((( O ))),¿Téo?,30.5
((( O ))),Medasin,61.0
((( O ))),Sunni Colón,30.5
((( O ))),Justice Der,30.5
((( O ))),Joe Hertz,58.0
((( O ))),Kartell,56.5
((( O ))),Tora,30.5
((( O ))),Darius,66.5
((( O ))),Raveena,30.5
((( O ))),Orion Sun,30.5
((( O ))),Hope Tala,30.5
((( O ))),Mereba,30.5
((( O ))),Dianna Lopez,30.5
((( O ))),Moods,30.5
04 Limited Sazabys,sumika,25.0
04 Limited Sazabys,go!go!vanillas,53.0
04 Limited Sazabys,My Hair is Bad,56.5
04 Limited Sazabys,Good Morning America,25.0
04 Limited Sazabys,MONOEYES,25.0
04 Limited Sazabys,BLUE ENCOUNT,25.0
04 Limited Sazabys,yonige,48.0
04 Limited Sazabys,ROTTENGRAFFTY,25.0
04 Limited Sazabys,Yabai T-Shirts Yasan,25.0
04 Limited Sazabys,Shout It Out,41.0
04 Limited Sazabys,THE ORAL CIGARETTES,25.0
04 Limited Sazabys,BIGMAMA,25.0
04 Limited Sazabys,KEYTALK,25.0
04 Limited Sazabys,SUPER BEAVER,25.0
04 Limited Sazabys,TOTALFAT,25.0
04 Limited Sazabys,[Alexandros],25.0
04 Limited Sazabys,Half time Old,42.5
04 Limited Sazabys,reGretGirl,50.0
04 Limited Sazabys,Mrs. GREEN APPLE,63.0
04 Limited Sazabys,UNISON SQUARE GARDEN,25.0
13ELL,Shurkn Pap,48.0
13ELL,Linobu,41.0
13ELL,Only U,47.0
13ELL,guca owl,44.5
13ELL,Gottz,47.0
13ELL,Lunv Loyal,43.0
13ELL,VIGORMAN,48.0
13ELL,Kvi Baba,47.0
13ELL,YRD Leo,45.0
13ELL,KEIJU,50.5
13ELL,PETZ,21.5
13ELL,Lo-keyBoi,42.5
13ELL,vividboooy,21.5
13ELL,Normcore Boyz,39.5
13ELL,TaeyoungBoy,41.5
13ELL,Cookie Plant,21.5
13ELL,KOWICHI,47.0
13ELL,MaisonDe,21.5
13ELL,Gokou Kuyt,21.5
13ELL,REVi,62.0
15MUS,gb,21.0
15MUS,13ELL,44.5
15MUS,TOCCHI,21.0
15MUS,Tok10,21.0
15MUS,dodo,43.0
15MUS,604,21.0
15MUS,MAY-DOG,41.0
15MUS,DJ Yen,21.0
15MUS,$HOR1 WINBOY,45.5
15MUS,TEN's UNIQUE,21.5
15MUS,GeG,52.0
15MUS,REVi,61.5
15MUS,クボタカイ,44.5
15MUS,Gokou Kuyt,21.0
15MUS,3House,21.0
15MUS,VIGORMAN,47.5
15MUS,BASI,21.0
15MUS,Kvi Baba,46.5
15MUS,SOUTH BLUE,44.0
15MUS,SUSHIBOYS,21.0
44phantom,Jutes,25.0
44phantom,Memoria XI,51.0
44phantom,Caspr,25.0
44phantom,diveliner,25.0
44phantom,Josh Golden,25.0
44phantom,Marco Luka,55.0
44phantom,Zac Greer,25.0
44phantom,COTIS,25.0
44phantom,Elko,25.0
44phantom,LiL Lotus,25.0
44phantom,Lxst,58.5
44phantom,7ru7h,25.0
44phantom,benny mayne,25.0
44phantom,LIL DUSTY G,25.0
44phantom,SAIAH,25.0
44phantom,MASN,25.0
44phantom,Unodavid,53.0
44phantom,Landon Cube,25.0
44phantom,lil aaron,55.5
44phantom,Tom The Mail Man,25.0
50landing,login,23.5
50landing,Atlas in Motion,23.5
50landing,marco,63.0
50landing,Elroy,23.5
50landing,静的 Static,23.5
50landing,heylog,23.5
50landing,Bryce Bishop,46.5
50landing,ATO,23.5
50landing,patchymate,23.5
50landing,Kaiyko,49.0
