From Artist,To Artist,Weight
11:11,Case,34
11:11,Jagged Edge,34
11:11,Next,34
11:11,Dru Hill,34
11:11,Donell Jones,34
11:11,Tyrese,34
11:11,Montell Jordan,34
11:11,Jodeci,34
11:11,Jon B.,34
11:11,Ginuwine,70.5
11:11,Sisqo,34
11:11,Soul For Real,34
11:11,Joe,34
11:11,Shai,34
11:11,Avant,34
11:11,Xscape,34
11:11,K-Ci & JoJo,34
11:11,Blackstreet,34
11:11,Marques Houston,34
11:11,Bobby V.,34
702,Lil' Mo,27
702,Faith Evans,65
702,Monifah,27
702,Xscape,27
702,Changing Faces,27
702,SWV,27
702,Adina Howard,27
702,Blaque,27
702,Tamia,27
702,Nivea,27
702,Brownstone,27
702,Soul For Real,27
702,Monica,64
702,KeKe Wyatt,27
702,Case,27
702,Kelly Price,57.5
702,Tweet,60.5
702,H-Town,27
702,Jon B.,27
702,Total,27
A. G. Cook,QT,28
A. G. Cook,Hannah Diamond,53
A. G. Cook,GFOTY,28
A. G. Cook,Danny L Harle,55.5
A. G. Cook,EASYFUN,28
A. G. Cook,LIZ,70.5
A. G. Cook,SOPHIE,57.5
A. G. Cook,Planet 1999,28
A. G. Cook,Henrik the Artist,28
A. G. Cook,Namasenda,56
A. G. Cook,Life Sim,28
A. G. Cook,Kero Kero Bonito,60
A. G. Cook,Spinee,28
A. G. Cook,Lipgloss Twins,28
A. G. Cook,PUTOCHINOMARICÓN,28
A. G. Cook,POBBLES,28
A. G. Cook,Caroline Polachek,65
A. G. Cook,Frimes,28
A. G. Cook,MC Boing,28
A. G. Cook,Iglooghost,28
ABRA,Avery Lynch,64
ABRA,Lexi Jayde,68.5
ABRA,Sody,69
ABRA,Alexander 23,72
ABRA,ROSIE,66.5
ABRA,ella jane,64
ABRA,Sara Kays,71
ABRA,Lizzy McAlpine,73
ABRA,Lennon Stella,73
ABRA,Maude Latour,67
ABRA,Holly Humberstone,70
ABRA,Maisie Peters,73
ABRA,Tommy Lefroy,64.5
ABRA,Luz,68
ABRA,Blake Rose,69.5
ABRA,Catie Turner,68.5
ABRA,FLETCHER,72.5
ABRA,Clara Mae,70
ABRA,Sasha Alex Sloan,76
ABRA,SHY Martin,72
AJ Mitchell,Why Don't We,33.5
AJ Mitchell,Alexander Stewart,33.5
AJ Mitchell,Ruel,71.5
AJ Mitchell,PRETTYMUCH,33.5
AJ Mitchell,Jack & Jack,33.5
AJ Mitchell,In Real Life,33.5
AJ Mitchell,New Hope Club,33.5
AJ Mitchell,HRVY,33.5
AJ Mitchell,Alex Aiono,33.5
AJ Mitchell,Fly By Midnight,33.5
AJ Mitchell,Anna Clendening,66.5
AJ Mitchell,Boy In Space,33.5
AJ Mitchell,Alec Benjamin,33.5
AJ Mitchell,Etham,33.5
AJ Mitchell,Charlotte Lawrence,70
AJ Mitchell,Sasha Alex Sloan,73
AJ Mitchell,Clara Mae,72
AJ Mitchell,Carlie Hanson,66
AJ Mitchell,John K,33.5
AJ Mitchell,Elina,33.5
Aaliyah,Brandy,74.5
Aaliyah,Monica,73
Aaliyah,Mýa,72.5
Aaliyah,Amerie,67
Aaliyah,Faith Evans,73
Aaliyah,Keyshia Cole,75
Aaliyah,Tamia,35
Aaliyah,702,66
Aaliyah,Lil' Kim,72.5
Aaliyah,Kelly Rowland,74
Aaliyah,TLC,71.5
Aaliyah,SWV,35
Aaliyah,Fantasia,72
Aaliyah,Jazmine Sullivan,77
Aaliyah,Toni Braxton,35
Aaliyah,Tweet,66.5
Aaliyah,Ashanti,35
Aaliyah,Xscape,35
Aaliyah,Solange,68
Aaliyah,Trina,67
Aaron Taylor,Ady Suleiman,29.5
Aaron Taylor,Charlotte Day Wilson,63
Aaron Taylor,Poppy Ajudha,29.5
Aaron Taylor,Jordan Rakei,29.5
Aaron Taylor,Madison McFerrin,29.5
Aaron Taylor,Oscar Jerome,29.5
Aaron Taylor,Jarreau Vandal,57
Aaron Taylor,Eryn Allen Kane,29.5
Aaron Taylor,Two Another,29.5
Aaron Taylor,McClenney,55.5
Aaron Taylor,James Vickery,59.5
Aaron Taylor,ELIZA,66
Aaron Taylor,Raveena,63
Aaron Taylor,Elli Ingram,29.5
Aaron Taylor,Mr Jukes,29.5
Aaron Taylor,Yazmin Lacey,29.5
Aaron Taylor,Amber Mark,64.5
Aaron Taylor,Blue Lab Beats,29.5
Aaron Taylor,Cleo Sol,62.5
Aaron Taylor,Moonchild,29.5
Alex Isley,Kyle Dion,62.5
Alex Isley,Leven Kali,64
Alex Isley,Sebastian Mikael,56
Alex Isley,Arin Ray,64
Alex Isley,Asiahn,58
Alex Isley,Iman Omari,31
Alex Isley,Mereba,66
Alex Isley,Shay Lia,62
Alex Isley,Rayana Jay,57
Alex Isley,Marco McKinnis,58
Alex Isley,Patrick Paige II,54
Alex Isley,Ari Lennox,68
Alex Isley,Jean Deaux,64.5
Alex Isley,Mac Ayres,66
Alex Isley,Etta Bond,59
Alex Isley,McClenney,58
Alex Isley,BJ The Chicago Kid,70
Alex Isley,Xavier Omär,62.5
Alex Isley,SiR,66
Alex Isley,Joyce Wrice,63.5
Alexander 23,Chelsea Cutler,74
Alexander 23,ROLE MODEL,34.5
Alexander 23,Anson Seabra,34.5
Alexander 23,Christian French,34.5
Alexander 23,Blake Rose,68.5
Alexander 23,Zachary Knowles,34.5
Alexander 23,Avery Lynch,63
Alexander 23,Sara Kays,70
Alexander 23,ROSIE,65.5
Alexander 23,Boy In Space,34.5
Alexander 23,Sody,69
Alexander 23,Zach Hood,34.5
Alexander 23,Hayd,34.5
Alexander 23,JP Saxe,34.5
Alexander 23,John K,34.5
Alexander 23,Luz,67
Alexander 23,Mokita,34.5
Alexander 23,Gracie Abrams,34.5
Alexander 23,Jake Scott,34.5
Alexander 23,Jonah Kagen,34.5
Alextbh,Sylo,47.5
Alextbh,Jeff Bernat,56
Alextbh,PREP,23
Alextbh,Mac Ayres,58
Alextbh,RINI,57
Alextbh,alayna,48
Alextbh,UMI,58
Alextbh,Kyle Dion,54.5
Alextbh,R.LUM.R,45
Alextbh,Jess Connelly,46
Alextbh,Bruno Major,61
Alextbh,lost spaces,23
Alextbh,Leven Kali,56
Alextbh,Nieman,23
Alextbh,JAIE,23
Alextbh,Yayyoung,23
Alextbh,We The Mongrels,23
Alextbh,Sway Bleu,23
Alextbh,Milky Day,23
Alextbh,ZUHAIR,23
Alicia Keys,Brandy,76.5
Alicia Keys,Keyshia Cole,76
Alicia Keys,Kelly Rowland,77
Alicia Keys,Robin Thicke,41
Alicia Keys,Aaliyah,77
Alicia Keys,Jazmine Sullivan,77
Alicia Keys,Monica,75
Alicia Keys,Toni Braxton,41
Alicia Keys,Fantasia,72
Alicia Keys,Destiny's Child,79.5
Alicia Keys,Faith Evans,76
Alicia Keys,Tamia,41
Alicia Keys,Amerie,71
Alicia Keys,Keri Hilson,78.5
Alicia Keys,Ms. Lauryn Hill,79
Alicia Keys,Mary J. Blige,41
Alicia Keys,Jennifer Hudson,41
Alicia Keys,Mýa,74.5
Alicia Keys,Jill Scott,72.5
Alicia Keys,Ashanti,41
Alina Baraz,Sabrina Claudio,70
Alina Baraz,Kiana Ledé,72.5
Alina Baraz,Janine,66.5
Alina Baraz,Tinashe,73.5
Alina Baraz,Justine Skye,69
Alina Baraz,H.E.R.,76.5
Alina Baraz,Kehlani,76
Alina Baraz,Jorja Smith,73
Alina Baraz,Ella Mai,72
Alina Baraz,alayna,58.5
Alina Baraz,Mahalia,70
Alina Baraz,Sinéad Harnett,69
Alina Baraz,Jessie Reyez,73
Alina Baraz,Chloe x Halle,69.5
Alina Baraz,Nao,68
Alina Baraz,Snoh Aalegra,71.5
Alina Baraz,Xavier Omär,66
Alina Baraz,Amber Mark,68.5
Alina Baraz,Rendezvous At Two,59
Alina Baraz,Victoria Monét,69.5
Allie X,Poppy,66
Allie X,Dorian Electra,59.5
Allie X,Kim Petras,67.5
Allie X,Carly Rae Jepsen,69
Allie X,Cruel Youth,31
Allie X,Rina Sawayama,67
Allie X,LIZ,73.5
Allie X,HANA,60.5
Allie X,Ängie,31
Allie X,Sky Ferreira,60.5
Allie X,Magdalena Bay,62.5
Allie X,Kerli,31
Allie X,GIRLI,63
Allie X,Slayyyter,63
Allie X,Shura,31
Allie X,Natalia Kills,31
Allie X,Foxes,31
Allie X,Ralph,31
