From Artist,To Artist,Weight
18 Carat Affair,Jacob 2-2,35
18 Carat Affair,Teams,38
18 Carat Affair,Moss Of Aura,39.5
18 Carat Affair,Monster Rally,48.5
18 Carat Affair,Games,48
18 Carat Affair,Persona La Ave,42.5
18 Carat Affair,Vektroid,35
18 Carat Affair,Skai Nine,22
18 Carat Affair,ESPRIT 空想,43.5
18 Carat Affair,Sumsun,22
18 Carat Affair,Giraffage,22
18 Carat Affair,Com Truise,51.5
18 Carat Affair,CYBEREALITYライフ,40
18 Carat Affair,Party Girl,22
18 Carat Affair,Corduroi,22
18 Carat Affair,Brothertiger,46.5
18 Carat Affair,Topaz Gang,34.5
18 Carat Affair,Lesvilles,22
18 Carat Affair,Casa del Mirto,22
18 Carat Affair,Pepepiano,22
3d Blast,ev.exi,16
3d Blast,BarbWalters,33.5
3d Blast,Cape Coral,16
3d Blast,Hatena,16
3d Blast,Remlarr,16
3d Blast,Mere Notilde,16
3d Blast,Tupperwave,36
3d Blast,Rhodes Rodosu,16
3d Blast,CHANCE デラソウル,16
3d Blast,Strawberry Station,16
3d Blast,UniBe@t,16
3d Blast,FIBRE,16
3d Blast,Sui Uzi,16
3d Blast,Tendencies,45
3d Blast,Mélonade,16
3d Blast,ED.,16
3d Blast,Yuni Wa,35
3d Blast,VANITAS命死,32.5
3d Blast,Shiruetto,16
3d Blast,Donor Lens,33.5
92,Hojean,26.5
92,OuiOui,26.5
92,Jereena Montemayor,26.5
92,Sunday Moon,26.5
92,Yayyoung,26.5
92,lost spaces,26.5
92,oceanfromtheblue,26.5
92,ADOY,26.5
92,H 3 F,26.5
92,wave to earth,26.5
92,Numcha,26.5
92,Rainlord.,26.5
92,Jesse Barrera,26.5
92,John OFA Rhee,26.5
92,george,26.5
92,Dasutt,26.5
92,ALEPH,26.5
92,Milky Day,26.5
92,Phum Viphurit,26.5
92,slchld,26.5
</body>,Cosmic Cycler,35.5
</body>,Ｏｃｅａｎ Ｓｈｏｒｅｓ,30.5
</body>,Trushinitas,36.5
</body>,豊平区民Toyohirakumin,31.5
</body>,Balents,26.5
</body>,회사AUTO,29
</body>,Limousine,32.5
</body>,bbrainz,32
</body>,Mindspring Memories,28.5
</body>,Topaz Gang,27.5
</body>,Incorporeal Visions Deluxe,32
</body>,LensCorp™ International,27
</body>,Satin Sheets,30.5
</body>,KyonPalm,33.5
</body>,Donor Lens,31.5
</body>,VANITAS命死,30.5
</body>,bl00dwave,35
</body>,Sonavision Deluxe,30
</body>,CYBEREALITYライフ,32
</body>,Subaeris,28.5
A Silent Film,Civil Twilight,17.5
A Silent Film,The Airborne Toxic Event,45.5
A Silent Film,Morning Parade,17.5
A Silent Film,Animal Kingdom,17.5
A Silent Film,The Boxer Rebellion,17.5
A Silent Film,Atlas Genius,44.5
A Silent Film,Wolf Gang,37
A Silent Film,The Limousines,17.5
A Silent Film,Youngblood Hawke,43
A Silent Film,Royal Teeth,17.5
A Silent Film,New Politics,45.5
A Silent Film,Silversun Pickups,17.5
A Silent Film,Under The Influence of Giants,33
A Silent Film,The Last Royals,17.5
A Silent Film,The Royal Concept,17.5
A Silent Film,St. Lucia,17.5
A Silent Film,Andrew McMahon in the Wilderness,17.5
A Silent Film,Bear Hands,40.5
A Silent Film,The Joy Formidable,17.5
A Silent Film,Magic Man,17.5
A.L.I.S.O.N,Emil Rottmayer,48
A.L.I.S.O.N,Hello Meteor,24.5
A.L.I.S.O.N,Eagle Eyed Tiger,49
A.L.I.S.O.N,Euan Ellis,24.5
A.L.I.S.O.N,Lucy In Disguise,24.5
A.L.I.S.O.N,admo,24.5
A.L.I.S.O.N,Zane Alexander,24.5
A.L.I.S.O.N,Home,56.5
A.L.I.S.O.N,She's Not Real,24.5
A.L.I.S.O.N,Maximum Love,24.5
A.L.I.S.O.N,Efence,24.5
A.L.I.S.O.N,Krosia,24.5
A.L.I.S.O.N,Forhill,24.5
A.L.I.S.O.N,Unfound,24.5
A.L.I.S.O.N,Windows 96,51
A.L.I.S.O.N,oDDling,24.5
A.L.I.S.O.N,Hotel Pools,24.5
A.L.I.S.O.N,VIQ,24.5
A.L.I.S.O.N,Voyage,24.5
A.L.I.S.O.N,Rosentwig,24.5
AURAGRAPH,VANITAS命死,32.5
AURAGRAPH,Sonavision Deluxe,31
AURAGRAPH,Vaporwavez,33
AURAGRAPH,FM Skyline,35.5
AURAGRAPH,VAAV Social Club,31.5
AURAGRAPH,Donor Lens,34.5
AURAGRAPH,Trushinitas,34.5
AURAGRAPH,Tupperwave,39
AURAGRAPH,Cosmic Cycler,33.5
AURAGRAPH,</body>,33
AURAGRAPH,bbrainz,35
AURAGRAPH,bl00dwave,34
AURAGRAPH,Incorporeal Visions Deluxe,34
AURAGRAPH,Satin Sheets,32.5
AURAGRAPH,SPORTSGIRL,30
AURAGRAPH,ぬいぐるみクレヨン Lush Crayon,16
AURAGRAPH,Equip,41.5
AURAGRAPH,Be Careful,31.5
AURAGRAPH,豊平区民Toyohirakumin,33.5
AURAGRAPH,Teamm Jordann,16
Abelardo Carbonó y su Conjunto,Manuel Alvarez Y Sus Dangers,24
Abelardo Carbonó y su Conjunto,La Tromba,12.5
Abelardo Carbonó y su Conjunto,Cassimbas Negras,12.5
Abelardo Carbonó y su Conjunto,Rosendo Y Su Banda,20
Abelardo Carbonó y su Conjunto,Lucho Bermudez Y Su Orquesta Sabanera,17
Abelardo Carbonó y su Conjunto,Son Palenque,28
Abelardo Carbonó y su Conjunto,La Nelda Pina,12.5
Abelardo Carbonó y su Conjunto,Abelardo Carbanó,12.5
Abelardo Carbonó y su Conjunto,Lucho Bermudez Y Su Orquesta,28.5
Abelardo Carbonó y su Conjunto,Los Soneros De Gamero,12.5
Abelardo Carbonó y su Conjunto,Cumbia Sigo XX,12.5
Abelardo Carbonó y su Conjunto,Wganda Kenya,31
Abelardo Carbonó y su Conjunto,Puerto Rico Y Su Combo,21.5
Abelardo Carbonó y su Conjunto,Orquesta Sonora Curro,23
Abelardo Carbonó y su Conjunto,Cantina Y Su Combo,21.5
Abelardo Carbonó y su Conjunto,Michi Sarmiento y su Combo Bravo,19
Abelardo Carbonó y su Conjunto,Pedro Beltran,12.5
Abelardo Carbonó y su Conjunto,Grupo Palma Africana,12.5
Abelardo Carbonó y su Conjunto,Cumbia Moderna De Soledad,12.5
Abelardo Carbonó y su Conjunto,Rufo Garrido Y Su Banda,14
Acapulco Tropical,Super Grupo Colombia,55
Acapulco Tropical,Grupo Kual?,57.5
Acapulco Tropical,Chico Che y La Crisis,26
Acapulco Tropical,Alberto Pedraza,56
Acapulco Tropical,La Luz Roja De San Marcos,26
Acapulco Tropical,La Tropa Vallenata,55.5
Acapulco Tropical,Rigo Tovar,26
Acapulco Tropical,Sonora Tropicana,26
Acapulco Tropical,Los Socios Del Ritmo,26
Acapulco Tropical,Rayito Colombiano,59
Acapulco Tropical,Aniceto Molina,26
Acapulco Tropical,Campeche Show,26
Acapulco Tropical,Fito Olivares,26
Acapulco Tropical,Los Cumbieros Del Sur,26
Acapulco Tropical,Internacional Carro Show,26
Acapulco Tropical,Junior Klan,57.5
Acapulco Tropical,Fiesta 85,26
Acapulco Tropical,Los Yes Yes,53
Acapulco Tropical,Jorge Dominguez y su Grupo Super Class,55
Acapulco Tropical,Grupo G,69.5
Acetantina,Kaizo Slumber,36.5
Acetantina,Golden Boy,38.5
Acetantina,Harmful Logic,37.5
Acetantina,NANORAY,41.5
Acetantina,bye2,35.5
Acetantina,DJ Kuroneko,41.5
Acetantina,DreamWeaver,18
Acetantina,optic core,38.5
Acetantina,Casper Mcfadden,37
Acetantina,Xxtarlit⚸,18
Acetantina,DJ CAMGIRL,36
Acetantina,bliss3three,18
Acetantina,Nfract,18
Acetantina,C!erra My$t,33.5
Acetantina,Team Mekano,36.5
Acetantina,Anthony1,35
Acetantina,Jacksonifyer,18
Acetantina,DV-i,35
Acetantina,MIMIDEATH,18
Acetantina,Loli in early 20s,18
Afrosound,Los Corraleros De Majagual,47
Afrosound,Los Warahuaco,41.5
Afrosound,Gabriel Romero,38.5
Afrosound,Lisandro Meza,49.5
Afrosound,Armando Hernandez,49
Afrosound,Pedro Laza Y Sus Pelayeros,40.5
Afrosound,Lucho Bermúdez,43
Afrosound,Los Hispanos,45
Afrosound,Los Tupamaros,44.5
Afrosound,Corraleros De Majagual,47
Afrosound,Pastor Lopez Y Su Combo,42.5
Afrosound,Los Golden Boys,39.5
Afrosound,Pastor Lopez,50
Afrosound,The Latin Brothers,48.5
Afrosound,Edmundo Arias,36.5
Afrosound,Los Graduados,41.5
Afrosound,Pacho Galan,35
Afrosound,Anibal Velasquez,40
Afrosound,Nelson Y Sus Estrellas,43
Afrosound,Billo's,47.5
Agrupacion Ilegal Los Imparciales,Rolando Bruno,24.5
Agrupacion Ilegal Los Imparciales,Money Chicha,20.5
Agrupacion Ilegal Los Imparciales,Los Pirañas,24
Agrupacion Ilegal Los Imparciales,Hijos del monte,8
Agrupacion Ilegal Los Imparciales,Romperayo,21
Agrupacion Ilegal Los Imparciales,Los Miticos Del Ritmo,28
Agrupacion Ilegal Los Imparciales,El Hijo De La Cumbia,25
Agrupacion Ilegal Los Imparciales,Frente Cumbiero,29.5
Agrupacion Ilegal Los Imparciales,Sonora Marta La Reina,8
Agrupacion Ilegal Los Imparciales,Sonido Gallo Negro,27
Agrupacion Ilegal Los Imparciales,La Chamba,8
Agrupacion Ilegal Los Imparciales,Elegante & La Imperial,8
Agrupacion Ilegal Los Imparciales,Chicha Libre,29.5
Agrupacion Ilegal Los Imparciales,Los Orientales de Paramonga,25.5
Agrupacion Ilegal Los Imparciales,Los Wembler's de Iquitos,25
Agrupacion Ilegal Los Imparciales,Manzanita y su Conjunto,23
Agrupacion Ilegal Los Imparciales,Carmelo Torres & Los Toscos,8
Agrupacion Ilegal Los Imparciales,Combo Chimbita,27
Agrupacion Ilegal Los Imparciales,Los Mirlos,33.5
Agrupacion Ilegal Los Imparciales,LA MECANICA POPULAR,8
Ahero,Whitewoods,29
Ahero,Satin Sheets,21
Ahero,Simple Syrup,5.5
Ahero,FM Skyline,24
Ahero,AURAGRAPH,22.5
Ahero,Tupperwave,25.5
Ahero,Donor Lens,22
Ahero,회사AUTO,19.5
Ahero,Gavriel,5.5
Ahero,Equip,31
Ahero,VANITAS命死,21
Ahero,Eyeliner,22.5
Ahero,Vangoe,5.5
Ahero,King Quartz,22
Ahero,Surfing,25.5
Ahero,Sonavision Deluxe,20.5
Ahero,Gudang,5.5
Ahero,Runners Club 95,22
Ahero,bl00dwave,22.5
Ahero,bbrainz,22.5
Ajotabeats,Cadred,21.5
Ajotabeats,Sunday Vibes,21.5
Ajotabeats,anifi,21.5
Ajotabeats,Eira Scheper,21.5
Ajotabeats,Palademix,21.5
Ajotabeats,Kenma,21.5
Ajotabeats,tills chills,21.5
Ajotabeats,Kioshi,21.5
Ajotabeats,luvbyrd,21.5
Ajotabeats,kurochuu.,21.5
Ajotabeats,Sad Gatomon,21.5
Ajotabeats,Feora,21.5
Ajotabeats,LoFoxy,21.5
Ajotabeats,Captain Isekai,21.5
Ajotabeats,Shoyo,21.5
Ajotabeats,Lionel Vera,21.5
Ajotabeats,hinata.,21.5
Ajotabeats,Skilifay,21.5
Ajotabeats,lofi otaku,21.5
Ajotabeats,fuujo,21.5
Alan Trillas,Grupo Hacendado,46.5
Alan Trillas,Comando LR,48
Alan Trillas,Los Del Puerto,51.5
Alan Trillas,Grupo TMB,53
Alan Trillas,Hermanos Figueroa,45.5
Alan Trillas,Angel Tumbado,53.5
Alan Trillas,José Mejía,54
Alan Trillas,Giovanni Y Su Equipo Escoltado,49.5
Alan Trillas,GueroX,46.5
Alan Trillas,Alta Elegancia,47
Alan Trillas,Grupo Triple L,55
Alan Trillas,Los Peligrosos,42.5
Alan Trillas,Nietos Del Viejo,49
Alan Trillas,Los de FL,47.5
Alan Trillas,MV-RECORDS,40.5
Alan Trillas,Everardo,47.5
Alan Trillas,Designó,52.5
Alan Trillas,Tony Loya,55.5
Alan Trillas,Junior H,64.5
Alan Trillas,Nueva Conducta,47
Alberto Pedraza,Super Grupo Colombia,58
Alberto Pedraza,Simba Musical,57.5
Alberto Pedraza,Los Telez,59
Alberto Pedraza,Grupo G,72.5
Alberto Pedraza,Los Llayras,59.5
Alberto Pedraza,Los Yes Yes,56
Alberto Pedraza,La Tropa Vallenata,58.5
Alberto Pedraza,Grupo Carabo,52
Alberto Pedraza,Grupo Sonador,59
Alberto Pedraza,Junior Klan,62.5
Alberto Pedraza,Jorge Dominguez y su Grupo Super Class,56
Alberto Pedraza,Grupo Kual?,61.5
Alberto Pedraza,Super Potro,50.5
Alberto Pedraza,Grupo Kien,54
Alberto Pedraza,Xochilt,54.5
Alberto Pedraza,Acapulco Tropical,56
Alberto Pedraza,Grupo Perla Colombiana,52.5
Alberto Pedraza,Sabor Kolombia,29
Alberto Pedraza,Grupo Chiripa,29
Alberto Pedraza,Super Lamas,60
Alejandro Durán,Juancho Polo Valencia Y Su Conjunto,10.5
Alejandro Durán,Edmundo Arias Y Su Orquesta,27
Alejandro Durán,Juan Piña,10.5
Alejandro Durán,Calixto Ochoa y Su Conjunto,27.5
Alejandro Durán,Rufo Garrido,10.5
Alejandro Durán,Anibal Velasquez,29.5
Alejandro Durán,Pacho Galan Y Su Orquesta,25.5
Alejandro Durán,Pacho Galan,25.5
Alejandro Durán,Bovea Y Sus Vallenatos,26
Alejandro Durán,Juancho Polo Valencia,10.5
Alejandro Durán,Alfredo Gutierrez Y Su Conjunto,27.5
Alejandro Durán,Alejo Duran,10.5
Alejandro Durán,Enrique Diaz,10.5
Alejandro Durán,La Orquesta De Ray,25.5
Alejandro Durán,La Integracion,28.5
Alejandro Durán,Pastor Lopez Y Su Combo,33
Alejandro Durán,Luis Enrique Martínez y Su Conjunto,10.5
Alejandro Durán,Noel Petro,25.5
Alejandro Durán,Romualdo Brito Y Su Conjunto,10.5
Alejandro Durán,Abel Antonio Villa,10.5
Alex Acosta Y Su Orquesta,Los Seven Del Swing,9.5
Alex Acosta Y Su Orquesta,Rosendo Martínez y su Orquesta,10
Alex Acosta Y Su Orquesta,Rosendo Y Su Banda,13
Alex Acosta Y Su Orquesta,Orlando Fortich Y Su Orquesta,9.5
Alex Acosta Y Su Orquesta,Clodomiro Montes,4.5
Alex Acosta Y Su Orquesta,Rufo Garrido Y Su Banda,7
Alex Acosta Y Su Orquesta,Homero y su Combo,4.5
Alex Acosta Y Su Orquesta,Puerto Rico Y Su Combo,14.5
Alex Acosta Y Su Orquesta,Orquesta Sonora Curro,16
Alex Acosta Y Su Orquesta,Lucho Bermudez Y Su Orquesta,20.5
Alex Acosta Y Su Orquesta,El Gran Romancito,4.5
Alex Acosta Y Su Orquesta,Lucho Bermudez Y Su Orquesta Sabanera,11
Alex Acosta Y Su Orquesta,Lalo Orozco Y Su Combo Sabroso,4.5
Alex Acosta Y Su Orquesta,Cantina Y Su Combo,14.5
Alex Acosta Y Su Orquesta,Crecencio Camacho,4.5
Alex Acosta Y Su Orquesta,Pedro Laza Y Sus Pelayeros,24
