From Artist,To Artist,Weight
5 Seconds of Summer,ZAYN,84.5
5 Seconds of Summer,Liam Payne,77.5
5 Seconds of Summer,Louis Tomlinson,78.0
5 Seconds of Summer,Niall Horan,82.5
5 Seconds of Summer,The Vamps,83.5
5 Seconds of Summer,Fifth Harmony,80.5
5 Seconds of Summer,One Direction,87.0
5 Seconds of Summer,Big Time Rush,80.0
5 Seconds of Summer,Hot Chelle Rae,74.5
5 Seconds of Summer,Jonas Brothers,86.0
5 Seconds of Summer,Hailee Steinfeld,80.0
5 Seconds of Summer,Demi Lovato,84.5
5 Seconds of Summer,Nick Jonas,77.0
5 Seconds of Summer,Julia Michaels,83.0
5 Seconds of Summer,Madison Beer,82.0
5 Seconds of Summer,DNCE,79.5
5 Seconds of Summer,THE DRIVER ERA,73.5
5 Seconds of Summer,New Hope Club,73.0
5 Seconds of Summer,Olivia O'Brien,79.5
5 Seconds of Summer,Waterparks,75.0
A Great Big World,American Authors,33.0
A Great Big World,Alex & Sierra,66.0
A Great Big World,Parachute,68.0
A Great Big World,BANNERS,33.0
A Great Big World,Phillip Phillips,33.0
A Great Big World,Christina Perri,33.0
A Great Big World,Wrabel,66.5
A Great Big World,Us The Duo,33.0
A Great Big World,Gabrielle Aplin,33.0
A Great Big World,Jon McLaughlin,33.0
A Great Big World,Matt Nathanson,33.0
A Great Big World,Gavin Mikhail,33.0
A Great Big World,Joy Williams,33.0
A Great Big World,Joshua Radin,33.0
A Great Big World,Ron Pope,33.0
A Great Big World,Hearts & Colors,62.5
A Great Big World,Eric Hutchinson,60.5
A Great Big World,Frances,66.5
A Great Big World,Sara Bareilles,33.0
A Great Big World,Ingrid Michaelson,33.0
A R I Z O N A,Wingtip,61.5
A R I Z O N A,ayokay,67.0
A R I Z O N A,FRENSHIP,64.0
A R I Z O N A,Lostboycrow,61.5
A R I Z O N A,CVBZ,64.0
A R I Z O N A,Lost Kings,66.0
A R I Z O N A,Xuitcasecity,64.5
A R I Z O N A,Chelsea Cutler,72.0
A R I Z O N A,Wrabel,66.0
A R I Z O N A,Frank Walker,32.5
A R I Z O N A,Ella Vos,60.5
A R I Z O N A,Shallou,32.5
A R I Z O N A,NOTD,68.5
A R I Z O N A,Shoffy,62.5
A R I Z O N A,Nightly,63.0
A R I Z O N A,Seeb,69.5
A R I Z O N A,RKCB,62.0
A R I Z O N A,Matoma,32.5
A R I Z O N A,Fly By Midnight,67.5
A R I Z O N A,Christian French,66.5
A Rocket To The Moon,Artist Vs Poet,55.5
A Rocket To The Moon,The Summer Set,57.0
A Rocket To The Moon,We The Kings,62.0
A Rocket To The Moon,Forever The Sickest Kids,58.0
A Rocket To The Moon,Every Avenue,55.5
A Rocket To The Moon,The Maine,62.5
A Rocket To The Moon,The Downtown Fiction,58.5
A Rocket To The Moon,Boys Like Girls,61.5
A Rocket To The Moon,Never Shout Never,28.0
A Rocket To The Moon,The Cab,61.5
A Rocket To The Moon,Hey Monday,55.5
A Rocket To The Moon,Go Radio,28.0
A Rocket To The Moon,Cute Is What We Aim For,28.0
A Rocket To The Moon,Anarbor,59.5
A Rocket To The Moon,The Click Five,56.5
A Rocket To The Moon,Mayday Parade,28.0
