From Artist,To Artist,Weight
.Uzu,Eric Heron,18.5
.Uzu,Taelor Gray,18.5
.Uzu,Jon Keith,18.5
.Uzu,Joey Vantes,18.5
.Uzu,BrvndonP,18.5
.Uzu,Mogli the Iceburg,18.5
.Uzu,Ruslan,18.5
.Uzu,1K Phew,18.5
.Uzu,Marty,18.5
.Uzu,Parris Chariz,18.5
.Uzu,Hyper Fenton,18.5
.Uzu,Aklesso,18.5
.Uzu,Wordsplayed,18.5
.Uzu,Phil J.,18.5
.Uzu,AMP,18.5
.Uzu,Jaylon Ashaun,18.5
.Uzu,Gowe,18.5
.Uzu,nak,18.5
.Uzu,Sam Ock,18.5
.Uzu,Torey D'Shaun,18.5
12 Stones,Crossfade,60
12 Stones,Default,57
12 Stones,Submersed,52.5
12 Stones,10 Years,28.5
12 Stones,TRUSTcompany,54.5
12 Stones,Smile Empty Soul,56.5
12 Stones,Trapt,62
12 Stones,Sick Puppies,61.5
12 Stones,Red,28.5
12 Stones,The Exies,54
12 Stones,Earshot,54
12 Stones,Cold,75
12 Stones,Rev Theory,58.5
12 Stones,Finger Eleven,62
12 Stones,Evans Blue,59.5
12 Stones,Art Of Dying,28.5
12 Stones,Egypt Central,59.5
12 Stones,Saving Abel,28.5
12 Stones,Fuel,61
12 Stones,Hoobastank,28.5
13eam5,Neoo P,19
13eam5,Ericnemod,19
13eam5,Phoflo,19
13eam5,CLXUS.MVNN,19
13eam5,Nish,19
13eam5,Memutrolo,19
13eam5,magnoliax,19
13eam5,Nate McKenzie,19
13eam5,Chilling Smite,19
13eam5,VampSkull,19
13eam5,MerryGo,19
13eam5,Lil Homeslice,19
13eam5,khorylake,19
13eam5,A k i n a,48
13eam5,baddyG,19
13eam5,BlfBoy,19
13eam5,ry_vs_thewrld,19
13eam5,cherrytop,19
13eam5,mewtenDoo,19
13eam5,Shae OT,19
2TD,2ToneDisco,15.5
2TD,BLOOD CODE,15.5
2TD,Nokae,33.5
2TD,Wave Meow,30.5
2TD,Synthion,38
2TD,Project Skylate,32.5
2TD,succducc,15.5
2TD,Cosmicosmo,15.5
2TD,P3PPER,33
2TD,Stessie,32.5
2TD,KO3,15.5
2TD,YUKIYANAGI,15.5
2TD,RUQOA,31
2TD,KATOMORI,15.5
2TD,AIKA,15.5
2TD,Mameyudoufu,15.5
2TD,YOU,60.5
2TD,TOFIE,34
2TD,Ayiko,34.5
2TD,tokiwa,15.5
</body>,Cosmic Cycler,35.5
</body>,Ｏｃｅａｎ Ｓｈｏｒｅｓ,30.5
</body>,Trushinitas,36.5
</body>,豊平区民Toyohirakumin,31.5
</body>,Balents,15
</body>,회사AUTO,29
</body>,Limousine,32.5
</body>,bbrainz,32
</body>,Mindspring Memories,15
</body>,Topaz Gang,15
</body>,Incorporeal Visions Deluxe,32
</body>,LensCorp™ International,15
</body>,Satin Sheets,15
</body>,KyonPalm,15
</body>,Donor Lens,31.5
</body>,VANITAS命死,30.5
</body>,bl00dwave,35
</body>,Sonavision Deluxe,15
</body>,CYBEREALITYライフ,32
</body>,Subaeris,15
A k i n a,Maria João Pires,28
A k i n a,Arturo Benedetti Michelangeli,28
A k i n a,Alicia de Larrocha,28
A k i n a,Stanislav Bunin,28
A k i n a,Mikhail Pletnev,28
A k i n a,Jean-Marc Luisada,28
A k i n a,Maurizio Pollini,28
A k i n a,Vladimir Ashkenazy,28
A k i n a,Tamás Vásáry,28
A k i n a,András Schiff,28
A k i n a,Anatol Ugorski,28
A k i n a,Sviatoslav Richter,28
A k i n a,Lazar Berman,28
A k i n a,Vladimir Horowitz,28
A k i n a,Ivo Pogorelich,28
A k i n a,Emil Gilels,28
A k i n a,Claudio Arrau,28
A k i n a,Nelson Freire,28
A k i n a,Murray Perahia,28
A k i n a,Daniel Barenboim,28
AURAGRAPH,VANITAS命死,32.5
AURAGRAPH,Vaporwavez,32.5
AURAGRAPH,Sonavision Deluxe,16
AURAGRAPH,FM Skyline,35.5
AURAGRAPH,VAAV Social Club,31.5
AURAGRAPH,Donor Lens,34.5
AURAGRAPH,Trushinitas,34.5
AURAGRAPH,Tupperwave,39
AURAGRAPH,Cosmic Cycler,33.5
AURAGRAPH,</body>,33
AURAGRAPH,bbrainz,35
AURAGRAPH,bl00dwave,34
AURAGRAPH,Incorporeal Visions Deluxe,34
AURAGRAPH,Satin Sheets,16
AURAGRAPH,SPORTSGIRL,16
AURAGRAPH,Be Careful,16
AURAGRAPH,Equip,16
AURAGRAPH,ぬいぐるみクレヨン Lush Crayon,16
AURAGRAPH,豊平区民Toyohirakumin,33.5
AURAGRAPH,Teamm Jordann,16
AcesToAces,Trifect,25
