From Artist,To Artist,Weight
$hyfromdatre,Fam0us.Twinsss,44.5
$hyfromdatre,Big Mali,41.0
$hyfromdatre,CeeFineAss,38.5
$hyfromdatre,Monaleo,51.0
$hyfromdatre,9ina,40.5
$hyfromdatre,Asian Doll,49.5
$hyfromdatre,Queen Key,49.5
$hyfromdatre,Molly Brazy,44.0
$hyfromdatre,Lil Kayla,45.5
$hyfromdatre,Supahbadd,44.5
$hyfromdatre,Renni Rucci,48.5
$hyfromdatre,Kali,65.5
$hyfromdatre,Cuban Doll,46.5
$hyfromdatre,Omeretta the Great,47.0
$hyfromdatre,Chinese Kitty,46.5
$hyfromdatre,KenTheMan,51.0
$hyfromdatre,Lakeyah,52.5
$hyfromdatre,Rocky Badd,39.0
$hyfromdatre,Enchanting,47.0
$hyfromdatre,Big Jade,41.0
$uede,Swifty Blue,24.0
$uede,$uede,50.0
$uede,Peysoh,52.0
$uede,J.I Bandz,46.0
$uede,Money Seude,24.0
$uede,SaysoTheMac,47.5
$uede,Lil Weirdo,24.0
$uede,AFN Peso,50.5
$uede,52 Mobb,24.0
$uede,Sethii Shmactt,50.0
$uede,Alo Bandz,24.0
$uede,Jojo2Faded,24.0
$uede,Foe DeeOz,24.0
$uede,Acito,24.0
$uede,Lil Maru,24.0
$uede,Bravo the Bagchaser,53.5
$uede,Kruk One,24.0
$uede,Bware,24.0
$uede,Ralfy the Plug,53.5
$uede,Peso Da Goon,45.5
'Lavi$h,Monaleo,44.0
'Lavi$h,Supahbadd,37.5
'Lavi$h,Vickeelo,15.5
'Lavi$h,KenTheMan,44.0
'Lavi$h,Renni Rucci,41.5
'Lavi$h,Saucy Santana,15.5
'Lavi$h,LightSkinKeisha,40.5
'Lavi$h,Yung Miami,38.0
'Lavi$h,Kali,58.5
'Lavi$h,Asian Doll,42.5
'Lavi$h,Big Boss Vette,15.5
'Lavi$h,Kash Doll,45.5
'Lavi$h,Baby Tate,51.5
'Lavi$h,$hyfromdatre,39.0
'Lavi$h,Queen Key,42.5
'Lavi$h,Jucee Froot,39.0
'Lavi$h,DreamDoll,43.5
'Lavi$h,Trina,46.5
'Lavi$h,ReUp Reedy,15.5
'Lavi$h,Lakeyah,45.5
03 Greedo,Drakeo the Ruler,35.5
03 Greedo,Shoreline Mafia,35.5
03 Greedo,DaBoii,35.5
03 Greedo,G Perico,35.5
03 Greedo,OMB Peezy,35.5
03 Greedo,Mozzy,35.5
03 Greedo,Kamaiyah,35.5
03 Greedo,SOB X RBE,35.5
03 Greedo,Payroll Giovanni & Cardo,35.5
03 Greedo,SahBabii,66.5
03 Greedo,Nef The Pharaoh,35.5
03 Greedo,UnoTheActivist,67.5
03 Greedo,ALLBLACK,65.5
03 Greedo,Yung Bans,68.5
03 Greedo,Larry June,35.5
03 Greedo,D. Savage,68.5
03 Greedo,Sada Baby,35.5
03 Greedo,Young Nudy,73.5
03 Greedo,Remble,35.5
03 Greedo,Maxo Kream,35.5
100 Kill-Ates,Nako13,0.5
100 Kill-Ates,aiSHO y Wol,0.5
100 Kill-Ates,Jefe de la M,0.5
100 Kill-Ates,Versoterismo,0.5
100 Kill-Ates,Roy Mercurio,0.5
100 Kill-Ates,Mitsuruggy con Slash Major,0.5
100 Kill-Ates,S.U.R.,2.5
100 Kill-Ates,Triple XXX,0.5
100 Kill-Ates,Hazhe con Spanish Fly,0.5
100 Kill-Ates,Insert Coinz,1.5
100 Kill-Ates,Talisman & Nokley,0.5
100 Kill-Ates,El Santo & Tosko,0.5
100 Kill-Ates,Legendario y Baghira,3.0
100 Kill-Ates,La oreja de Evander,0.5
100 Kill-Ates,Mala Juntera,0.5
100 Kill-Ates,DJ Es.T,0.5
100 Kill-Ates,Soriano & Jayder,0.5
100 Kill-Ates,Jotandjota,0.5
100 Kill-Ates,Domingo Edjang,1.0
100 Kill-Ates,Quilate,0.5
10k.Caash,ZaeHD & CEO,46.0
10k.Caash,Mak Sauce,22.0
10k.Caash,TisaKorean,53.5
