From Artist,To Artist,Weight
$NOT,Lil Gnar,70
$NOT,Kid Trunks,67.5
$NOT,Craig Xen,70.5
$NOT,Comethazine,74.5
$NOT,Bass Santana,71
$NOT,Joey Trap,69
$NOT,Xavier Wulf,76.5
$NOT,Tay-K,75.5
$NOT,Fukkit,68.5
$NOT,Cooliecut,70
$NOT,Yung Pinch,71.5
$NOT,Night Lovell,78
$NOT,Yung Bans,73
$NOT,YBN Nahmir,76
$NOT,Pouya,77.5
$NOT,Fat Nick,69.5
$NOT,Lil Tracy,79
$NOT,ilyTOMMY,74
$NOT,DJ Scheme,74
$NOT,Wifisfuneral,71
$ilkMoney,PNTHN,28
$ilkMoney,ICYTWAT,55.5
$ilkMoney,Divine Council,47
$ilkMoney,Na-Kel Smith,28
$ilkMoney,Zelooperz,28
$ilkMoney,Father,28
$ilkMoney,MAVI,28
$ilkMoney,MIKE,28
$ilkMoney,Ethereal,54.5
$ilkMoney,Navy Blue,28
$ilkMoney,Chester Watson,28
$ilkMoney,Injury Reserve,56.5
$ilkMoney,Lil Ugly Mane,28
$ilkMoney,Trapo,28
$ilkMoney,Kahlil Blu,28
$ilkMoney,Armand Hammer,28
$ilkMoney,Quelle Chris,28
$ilkMoney,A$AP ANT,61
$ilkMoney,Lancey Foux,59.5
$ilkMoney,Black Noi$e,28
$teven Cannon,Lil Xan,59
$teven Cannon,Fat Nick,56
$teven Cannon,Lil Gnar,56.5
$teven Cannon,Yung Pinch,58
$teven Cannon,Kid Trunks,54
$teven Cannon,Joey Trap,55.5
$teven Cannon,Oliver Francis,55
$teven Cannon,J.K. The Reaper,25.5
$teven Cannon,Ronny J,53.5
$teven Cannon,Craig Xen,57
$teven Cannon,Robb Bank$,52.5
$teven Cannon,BEXEY,49.5
$teven Cannon,Wifisfuneral,57.5
$teven Cannon,Reese LAFLARE,56
$teven Cannon,Idontknowjeffery,53
$teven Cannon,CHXPO,48.5
$teven Cannon,Yung Simmie,50
$teven Cannon,Nessly,51.5
$teven Cannon,Yung Bans,57.5
$teven Cannon,Nebu Kiniza,56
$ubjectz,94brizzy,23
$ubjectz,XZARKHAN,50.5
$ubjectz,Muppy,23
$ubjectz,Auxxk,23
$ubjectz,Warlord Colossus,23
$ubjectz,Cameron Azi,50
$ubjectz,Kamiyada+,54
$ubjectz,Broc $Teezy,23
$ubjectz,PRXJEK,50.5
$ubjectz,City Morgue,58.5
$ubjectz,Fukkit,51.5
$ubjectz,Sinizter,23
$ubjectz,nAvvvi,23
$ubjectz,Rare Akuma,23
$ubjectz,Swerzie,23
$ubjectz,UNOFROMPLUTO,23
$ubjectz,MDTA,23
$ubjectz,Bill $Aber,51
$ubjectz,DrownMili,23
$ubjectz,ZillaKami,61
$uicideboy$,Pouya,80.5
$uicideboy$,Night Lovell,81
$uicideboy$,Fat Nick,75.5
$uicideboy$,Killstation,79.5
$uicideboy$,Xavier Wulf,79.5
$uicideboy$,OmenXIII,80
$uicideboy$,Ghostemane,83.5
$uicideboy$,Bill $Aber,71
$uicideboy$,Cameron Azi,70
$uicideboy$,BONES,84
$uicideboy$,Chetta,71
$uicideboy$,Chris Travis,74.5
$uicideboy$,Danger Incorporated,73.5
$uicideboy$,ITSOKTOCRY,71.5
$uicideboy$,gizmo,72.5
$uicideboy$,PRXJEK,70.5
$uicideboy$,Idontknowjeffery,72.5
$uicideboy$,Freddie Dredd,81
$uicideboy$,Terror Reid,75.5
$uicideboy$,Yunggoth✰,74
03 Greedo,Drakeo the Ruler,70.5
03 Greedo,Shoreline Mafia,73
03 Greedo,DaBoii,66.5
03 Greedo,G Perico,68
03 Greedo,OMB Peezy,64
03 Greedo,Mozzy,73
03 Greedo,Kamaiyah,66
03 Greedo,SOB X RBE,68
03 Greedo,Payroll Giovanni & Cardo,35.5
03 Greedo,SahBabii,66.5
03 Greedo,Nef The Pharaoh,64
03 Greedo,UnoTheActivist,67.5
03 Greedo,ALLBLACK,65.5
03 Greedo,Yung Bans,68.5
03 Greedo,Larry June,35.5
03 Greedo,D. Savage,68.5
