From Artist,To Artist,Weight
10 Ft. Ganja Plant,Israel Vibration,53
10 Ft. Ganja Plant,Steel Pulse,54.5
10 Ft. Ganja Plant,Don Carlos,53.5
10 Ft. Ganja Plant,Black Uhuru,50.5
10 Ft. Ganja Plant,The Abyssinians,48
10 Ft. Ganja Plant,Groundation,52
10 Ft. Ganja Plant,Tribal Seeds,53.5
10 Ft. Ganja Plant,Culture,63.5
10 Ft. Ganja Plant,John Brown's Body,43.5
10 Ft. Ganja Plant,The Congos,50
10 Ft. Ganja Plant,Misty In Roots,42
10 Ft. Ganja Plant,Burning Spear,52
10 Ft. Ganja Plant,Mighty Diamonds,50
10 Ft. Ganja Plant,Wailing Souls,51
10 Ft. Ganja Plant,Clinton Fearon,51.5
10 Ft. Ganja Plant,Bunny Wailer,54.5
10 Ft. Ganja Plant,The Twinkle Brothers,45.5
10 Ft. Ganja Plant,Pablo Moses,45
10 Ft. Ganja Plant,The Gladiators,51.5
10 Ft. Ganja Plant,Midnite,54.5
311,Long Beach Dub Allstars,58.5
311,Sublime,70
311,The Expendables,59.5
311,Pepper,77
311,Sugar Ray,68
311,Ballyhoo!,60
311,Slightly Stoopid,66.5
311,Sublime With Rome,61
311,Dirty Heads,67.5
311,Bumpin Uglies,60
311,Iration,64.5
311,Passafire,59
311,The Holdup,60.5
311,Rebelution,66.5
311,Stick Figure,67
311,The Urge,51.5
311,Marcy Playground,63
311,Everclear,67.5
311,The Presidents Of The United States Of America,66
311,The Movement,62.5
77 Jefferson,Seedless,34.5
77 Jefferson,Redeye Empire,28.5
77 Jefferson,Pacific Dub,39
77 Jefferson,Aaron Kamm and the One Drops,38
77 Jefferson,Through The Roots,41.5
77 Jefferson,Part One Tribe,32.5
77 Jefferson,Audiodub,38.5
77 Jefferson,Ease Up,28
77 Jefferson,Clear Conscience,38
77 Jefferson,Natural Incense,34.5
77 Jefferson,Hours Eastly,36
77 Jefferson,Stone Senses,32
77 Jefferson,Echo Movement,33.5
77 Jefferson,Josh Heinrichs,40.5
77 Jefferson,Kings and Comrades,36.5
77 Jefferson,Diego Roots,29
77 Jefferson,880 South,30.5
77 Jefferson,Alific,35
77 Jefferson,Lefty At The Washout,21.5
77 Jefferson,Roots of Creation,34.5
880 South,Chapter 11,23.5
880 South,Stone Senses,28.5
