From Artist,To Artist,Weight
#1 Dads,Holy Holy,23.5
#1 Dads,Angie McMahon,23.5
#1 Dads,Cub Sport,23.5
#1 Dads,Methyl Ethel,23.5
#1 Dads,D.D Dumbo,23.5
#1 Dads,Middle Kids,23.5
#1 Dads,Odette,23.5
#1 Dads,Didirri,47.0
#1 Dads,Big Scary,46.0
#1 Dads,The Preatures,23.5
#1 Dads,DMA'S,23.5
#1 Dads,Kingswood,23.5
#1 Dads,Alpine,23.5
#1 Dads,Montaigne,23.5
#1 Dads,Jack River,23.5
#1 Dads,Alex the Astronaut,23.5
#1 Dads,Cloud Control,46.0
#1 Dads,Phantastic Ferniture,23.5
#1 Dads,Boy & Bear,54.0
#1 Dads,The Jezabels,47.5
...And You Will Know Us by the Trail of Dead,Sparta,21.0
...And You Will Know Us by the Trail of Dead,Les Savy Fav,21.0
...And You Will Know Us by the Trail of Dead,Dismemberment Plan,44.5
...And You Will Know Us by the Trail of Dead,Rival Schools,21.0
...And You Will Know Us by the Trail of Dead,Pretty Girls Make Graves,21.0
...And You Will Know Us by the Trail of Dead,Archers Of Loaf,21.0
...And You Will Know Us by the Trail of Dead,Hot Snakes,21.0
...And You Will Know Us by the Trail of Dead,Q And Not U,21.0
...And You Will Know Us by the Trail of Dead,Mclusky,21.0
...And You Will Know Us by the Trail of Dead,Quicksand,21.0
...And You Will Know Us by the Trail of Dead,At the Drive-In,21.0
...And You Will Know Us by the Trail of Dead,Jawbox,21.0
...And You Will Know Us by the Trail of Dead,The Wrens,38.0
...And You Will Know Us by the Trail of Dead,Heatmiser,46.0
...And You Will Know Us by the Trail of Dead,Cursive,45.0
...And You Will Know Us by the Trail of Dead,Superchunk,43.0
...And You Will Know Us by the Trail of Dead,Unwound,21.0
...And You Will Know Us by the Trail of Dead,Sebadoh,43.5
...And You Will Know Us by the Trail of Dead,Drive Like Jehu,21.0
...And You Will Know Us by the Trail of Dead,Cave In,21.0
1814,Three Houses Down,47.0
1814,Nesian Mystik,50.5
1814,House Of Shem,51.0
1814,Ardijah,48.0
1814,Herbs,24.5
1814,Sweet & Irie,24.5
1814,Ché-Fu,44.0
1814,Prince Tui Teka,47.0
1814,Aaradhna,52.5
1814,Lomez Brown,52.5
1814,General Fiyah,24.5
1814,Maimoa,44.5
1814,Lion Rezz,24.5
1814,The Hi-Marks,44.5
1814,Adeaze,48.5
1814,Ruia,24.5
1814,Kora,24.5
1814,Katchafire,24.5
1814,PAUA,24.5
1814,Sammy Johnson,24.5
888,Vinyl Theatre,45.0
888,Grizfolk,51.5
888,CRUISR,44.5
888,Night Riots,46.5
888,The Moth & The Flame,44.5
888,Bad Suns,53.0
888,Foreign Air,49.0
888,Andrew McMahon in the Wilderness,49.0
888,Sir Sly,50.0
888,Armors,45.5
888,lovelytheband,56.0
888,Smallpools,50.5
888,flor,61.0
888,Cemetery Sun,20.5
888,The Man Who,42.5
888,Coasts,43.0
888,Young Rising Sons,50.5
888,Finish Ticket,41.0
888,Panama Wedding,42.0
888,Half the Animal,20.5
A Blaze of Feather,George Ogilvie,45.5
A Blaze of Feather,Charlie Cunningham,51.0
A Blaze of Feather,Rosemary & Garlic,44.0
A Blaze of Feather,Fenne Lily,48.0
A Blaze of Feather,isaac gracie,47.5
A Blaze of Feather,Little May,45.5
A Blaze of Feather,James Vincent McMorrow,53.5
A Blaze of Feather,Old Sea Brigade,51.0
A Blaze of Feather,Riley Pearce,47.5
A Blaze of Feather,Harrison Storm,50.0
A Blaze of Feather,Ciaran Lavery,45.5
A Blaze of Feather,All The Luck In The World,41.5
A Blaze of Feather,Henry Jamison,50.5
A Blaze of Feather,Siv Jakobsen,41.0
A Blaze of Feather,Blanco White,50.5
A Blaze of Feather,Nathan Ball,46.0
A Blaze of Feather,Ed Prosek,45.0
A Blaze of Feather,Austin Basham,45.5
A Blaze of Feather,S. Carey,47.5
A Blaze of Feather,Matthew And The Atlas,46.0
A Fine Frenzy,Anna Nalick,24.0
A Fine Frenzy,Rachael Yamagata,24.0
A Fine Frenzy,Ingrid Michaelson,57.5
A Fine Frenzy,Sara Bareilles,61.0
A Fine Frenzy,Erin McCarley,24.0
A Fine Frenzy,Priscilla Ahn,51.0
A Fine Frenzy,Meiko,49.5
A Fine Frenzy,Lenka,24.0
A Fine Frenzy,Tristan Prettyman,50.5
A Fine Frenzy,Regina Spektor,59.0
A Fine Frenzy,Vanessa Carlton,24.0
A Fine Frenzy,KT Tunstall,59.5
A Fine Frenzy,Rosi Golan,45.5
A Fine Frenzy,Jem,24.0
A Fine Frenzy,Vienna Teng,46.5
A Fine Frenzy,Jaymay,43.0
