From Artist,To Artist,Weight
$LOTHBOI,Rivilin,43.5
$LOTHBOI,Tsunami J.,45.5
$LOTHBOI,Sepha.,46.5
$LOTHBOI,soap.,21.5
$LOTHBOI,YCK,42.5
$LOTHBOI,Kidr,41.5
$LOTHBOI,CHRIS RAIN,45.0
$LOTHBOI,RiverKinn,45.0
$LOTHBOI,Shyler,45.5
$LOTHBOI,Nicolas Sales,40.5
$LOTHBOI,VyOk,45.5
$LOTHBOI,Downfvll,21.5
$LOTHBOI,Razegod,21.5
$LOTHBOI,Sunken Eye,21.5
$LOTHBOI,Venfex,21.5
$LOTHBOI,slen,51.5
$LOTHBOI,Yates XV,21.5
$LOTHBOI,IDLEGLANCE,34.5
$LOTHBOI,99zed,21.5
$LOTHBOI,Daegho,21.5
((( O ))),June Marieezy,30.5
((( O ))),vbnd,55.0
((( O ))),Duñe,58.0
((( O ))),Galimatias,30.5
((( O ))),FKJ,30.5
((( O ))),53 Thieves,57.5
((( O ))),¿Téo?,30.5
((( O ))),Medasin,61.0
((( O ))),Sunni Colón,30.5
((( O ))),Justice Der,30.5
((( O ))),Joe Hertz,58.0
((( O ))),Kartell,56.5
((( O ))),Tora,30.5
((( O ))),Darius,30.5
((( O ))),Raveena,30.5
((( O ))),Orion Sun,30.5
((( O ))),Hope Tala,30.5
((( O ))),Mereba,30.5
((( O ))),Dianna Lopez,30.5
((( O ))),Moods,58.0
.youngfox,tomoe,28.0
.youngfox,painer,33.5
.youngfox,amekudeku,34.5
.youngfox,ICELOWSIDE,33.0
.youngfox,dannyopenthedoor,37.5
.youngfox,Clxudboy,28.5
.youngfox,Lm4o,28.0
.youngfox,entris,31.5
.youngfox,нольдва,28.5
.youngfox,bezotca,31.5
.youngfox,ДЖЕЙЛО,35.5
.youngfox,OMORIKUN,35.0
.youngfox,shini,42.0
.youngfox,yum3k0,31.0
.youngfox,Hxxic999,31.0
.youngfox,silent boy cries,37.0
.youngfox,Фенди,37.5
.youngfox,Эмпи,35.5
.youngfox,MARSI,33.0
.youngfox,sadkawaii,39.5
044 ROSE,I61,47.5
044 ROSE,KRESTALL/Courier,39.5
044 ROSE,Heartsnow,40.5
044 ROSE,White Punk,47.0
044 ROSE,MellowBite,45.5
044 ROSE,THRILL PILL,51.0
044 ROSE,FRESCO,53.0
044 ROSE,KOUT,39.0
044 ROSE,Magnum Opus,46.5
044 ROSE,JABO,46.0
044 ROSE,Mosquit,41.0
044 ROSE,MARCO-9,43.0
044 ROSE,kizaru,56.5
044 ROSE,LOCO OG ROCKA,39.0
044 ROSE,RVMZES,47.5
044 ROSE,Dimebag Plugg,38.0
044 ROSE,Yanix,54.0
044 ROSE,OFFMi,44.5
044 ROSE,August,55.5
044 ROSE,FENDIGLOCK,47.0
0x3,Gxthic,22.0
0x3,STS-51L,29.0
0x3,emptinesssick,11.5
0x3,мысли вслух,22.5
0x3,Brokenclark,28.5
0x3,Джокес,30.5
0x3,Sanecheq,19.0
0x3,Misha Marlon,24.0
0x3,Arsyy,30.5
0x3,JÖST,35.0
0x3,XYZI,32.0
0x3,amekudeku,30.0
0x3,ESlis,27.5
0x3,Chmrv,27.0
0x3,motyaim322,33.5
0x3,The Obsidian,22.0
0x3,bobacomeclose,26.0
0x3,ICELOWSIDE,28.5
0x3,KVESTAR,33.0
0x3,shinigami,37.5
100k Track,Slatt Zy,48.0
100k Track,Doodie Lo,23.0
100k Track,Muwop,23.0
100k Track,Lul Bob,44.0
100k Track,LBS Kee'vin,45.0
100k Track,Booka600,23.0
100k Track,Prince Dre,23.0
100k Track,DqFrmDaO,23.0
100k Track,Boss Top,23.0
100k Track,Taleban Dooda,49.0
