From Artist,To Artist,Weight
11:11,Case,34
11:11,Jagged Edge,34
11:11,Next,34
11:11,Dru Hill,34
11:11,Donell Jones,34
11:11,Tyrese,34
11:11,Montell Jordan,34
11:11,Jodeci,34
11:11,Jon B.,34
11:11,Ginuwine,34
11:11,Sisqo,34
11:11,Soul For Real,34
11:11,Joe,34
11:11,Shai,34
11:11,Avant,34
11:11,Xscape,34
11:11,K-Ci & JoJo,34
11:11,Blackstreet,34
11:11,Marques Houston,34
11:11,Bobby V.,34
2 Chainz,DJ Drama,75.5
2 Chainz,Juicy J,41
2 Chainz,Waka Flocka Flame,41
2 Chainz,Yo Gotti,41
2 Chainz,Rick Ross,88.5
2 Chainz,Ace Hood,41
2 Chainz,Young Money,75.5
2 Chainz,Jeezy,41
2 Chainz,Big K.R.I.T.,75.5
2 Chainz,Birdman,41
2 Chainz,Curren$y,76.5
2 Chainz,Wale,80.5
2 Chainz,Mike WiLL Made-It,78
2 Chainz,Gucci Mane,41
2 Chainz,Rich Homie Quan,77.5
2 Chainz,Jim Jones,77
2 Chainz,Quavo,88
2 Chainz,Young Scooter,70.5
2 Chainz,Jay Rock,84.5
2 Chainz,French Montana,81.5
21 Savage,Quavo,88
21 Savage,Metro Boomin,87
21 Savage,Gunna,93
21 Savage,Huncho Jack,76
21 Savage,Young Thug,90.5
21 Savage,Lil Keed,78
21 Savage,NAV,84.5
21 Savage,Don Toliver,86
21 Savage,Sheck Wes,79.5
21 Savage,Lil Baby,94
21 Savage,Migos,87.5
21 Savage,Lil Yachty,87.5
21 Savage,88GLAM,75.5
21 Savage,Trippie Redd,88.5
21 Savage,Flipp Dinero,79
21 Savage,Young Nudy,84
21 Savage,Playboi Carti,89
21 Savage,A$AP Mob,44
21 Savage,Pi’erre Bourne,81.5
21 Savage,Quality Control,79.5
24hrs,Ramriddlz,53
24hrs,Roy Woods,64
24hrs,Baka Not Nice,54
24hrs,Zoey Dollaz,51
24hrs,Kap G,56.5
24hrs,88GLAM,61.5
24hrs,Smooky MarGielaa,56
24hrs,K. Forest,50.5
24hrs,Nebu Kiniza,60.5
24hrs,PnB Rock,68.5
24hrs,Kodie Shane,57
24hrs,Reese LAFLARE,60.5
24hrs,Ye Ali,52
24hrs,SAFE,60
24hrs,Vory,64
24hrs,Preme,64
24hrs,TYuS,53.5
24hrs,Swae Lee,71.5
24hrs,TK Kravitz,58.5
24hrs,Quentin Miller,55
2KBABY,YSN Flow,57
2KBABY,T9ine,30.5
2KBABY,Scorey,63.5
2KBABY,Calboy,63.5
2KBABY,Justin Rarri,30.5
2KBABY,Dee Watkins,30.5
2KBABY,Melvoni,30.5
2KBABY,Slatt Zy,30.5
2KBABY,Taleban Dooda,30.5
2KBABY,Fresco Trey,63.5
2KBABY,TOB Duke,30.5
2KBABY,Deadskies,30.5
2KBABY,Grind2hard Osh’a,30.5
2KBABY,Jackboy,30.5
2KBABY,Lil Zay Osama,30.5
2KBABY,Hotboii,30.5
2KBABY,Stunna Gambino,30.5
2KBABY,Yungeen Ace,64
2KBABY,Quin Nfn,61.5
2KBABY,Lil Poppa,30.5
38 Spesh,CRIMEAPPLE,47
38 Spesh,Elcamino,48
38 Spesh,Tha God Fahim,49
38 Spesh,Conway the Machine,60.5
38 Spesh,Flee Lord,48.5
38 Spesh,Rome Streetz,50.5
38 Spesh,Westside Gunn,59.5
38 Spesh,Your Old Droog,50.5
38 Spesh,Hus KingPin,44.5
38 Spesh,Roc Marciano,53
38 Spesh,Grafh,25
38 Spesh,ANKHLEJOHN,25
38 Spesh,Willie The Kid,25
38 Spesh,Vado,25
38 Spesh,Havoc,25
38 Spesh,Daniel Son,44.5
38 Spesh,Styles P,59
38 Spesh,Uncle Murda,25
38 Spesh,Fred the Godson,25
38 Spesh,Sheek Louch,25
3Breezy,KB Mike,57.5
3Breezy,Yatta Bandz,58.5
3Breezy,Majornine,28.5
3Breezy,Tottywat,28.5
3Breezy,Layton Greene,60.5
3Breezy,T9ine,28.5
3Breezy,Kevo Muney,28.5
3Breezy,Lil Donald,28.5
3Breezy,Ann Marie,70
3Breezy,Aleksa Safiya,28.5
3Breezy,Sydney Renae,28.5
3Breezy,Lakeyah,28.5
3Breezy,MBNel,58.5
3Breezy,Grind2hard Osh’a,28.5
3Breezy,Fresco Trey,60.5
3Breezy,Toni Romiti,58
3Breezy,Toosii,28.5
3Breezy,Sonta,28.5
3Breezy,Tink,28.5
3Breezy,TOB Duke,28.5
6LACK,Majid Jordan,77
6LACK,Yo Trane,67.5
6LACK,Roy Woods,74
6LACK,PARTYNEXTDOOR,80.5
6LACK,Ryan Trey,70.5
6LACK,THEY.,74
6LACK,TWENTY88,67.5
6LACK,EARTHGANG,77.5
6LACK,Eli Sostre,66.5
6LACK,Bryson Tiller,81.5
6LACK,Che Ecru,69.5
6LACK,Spillage Village,69.5
6LACK,anders,82.5
6LACK,PnB Rock,78.5
6LACK,SiR,75
6LACK,88GLAM,71.5
6LACK,Bas,80.5
6LACK,TYuS,64.5
6LACK,Brent Faiyaz,81.5
6LACK,VIC MENSA,75
88GLAM,Lil Gotit,59.5
88GLAM,24hrs,61.5
88GLAM,Strick,30.5
88GLAM,Huncho Jack,64.5
88GLAM,Lil Keed,63.5
88GLAM,Ramriddlz,53.5
88GLAM,Quavo,73.5
88GLAM,Quality Control,68
88GLAM,Flipp Dinero,63.5
88GLAM,NAV,73
88GLAM,Yung Tory,60
88GLAM,Baka Not Nice,55.5
88GLAM,Kap G,58
88GLAM,Smooky MarGielaa,55.5
88GLAM,Famous Dex,64.5
88GLAM,Nebu Kiniza,61
88GLAM,Yung Bans,62.5
88GLAM,Reese LAFLARE,61
88GLAM,Jay Critch,62.5
88GLAM,Eli Sostre,57
A$AP Twelvyy,Beast Coast,56.5
A$AP Twelvyy,AKTHESAVIOR,55
A$AP Twelvyy,Kirk Knight,59.5
A$AP Twelvyy,Powers Pleasant,60.5
A$AP Twelvyy,Nyck Caution,59.5
A$AP Twelvyy,A$AP Mob,29.5
A$AP Twelvyy,CJ Fly,58.5
A$AP Twelvyy,Joey Fatts,29.5
A$AP Twelvyy,Erick the Architect,62.5
A$AP Twelvyy,The Underachievers,57.5
A$AP Twelvyy,Mick Jenkins,63
A$AP Twelvyy,Bodega Bamz,29.5
A$AP Twelvyy,Reese LAFLARE,61
A$AP Twelvyy,Cousin Stizz,60
A$AP Twelvyy,Flatbush Zombies,62
A$AP Twelvyy,A$AP ANT,29.5
A$AP Twelvyy,Cozz,62
A$AP Twelvyy,Childish Major,56.5
A$AP Twelvyy,Quentin Miller,54.5
A$AP Twelvyy,A$AP Ferg,29.5
AKTHESAVIOR,Kirk Knight,53.5
AKTHESAVIOR,Nyck Caution,53.5
AKTHESAVIOR,Erick the Architect,56.5
AKTHESAVIOR,The Underachievers,52.5
AKTHESAVIOR,Powers Pleasant,54.5
AKTHESAVIOR,CJ Fly,52.5
AKTHESAVIOR,A$AP Twelvyy,55
AKTHESAVIOR,Issa Gold,49.5
AKTHESAVIOR,Quentin Miller,49.5
AKTHESAVIOR,Bishop Nehru,50
AKTHESAVIOR,Chuck Strangers,24.5
AKTHESAVIOR,Mick Jenkins,58
AKTHESAVIOR,Cousin Stizz,55
AKTHESAVIOR,Michael Christmas,47
AKTHESAVIOR,Chester Watson,49.5
AKTHESAVIOR,Woodie Smalls,48.5
AKTHESAVIOR,Lord Lu C N,24.5
AKTHESAVIOR,Azizi Gibson,24.5
AKTHESAVIOR,Anonymuz,50
AKTHESAVIOR,Childish Major,51.5
Ab-Soul,Black Hippy,56.5
Ab-Soul,Sir Michael Rocks,30.5
Ab-Soul,Casey Veggies,30.5
Ab-Soul,Chuuwee,58
Ab-Soul,Stalley,30.5
Ab-Soul,Smoke DZA,65.5
Ab-Soul,ScHoolboy Q,71
Ab-Soul,BJ The Chicago Kid,30.5
Ab-Soul,Big K.R.I.T.,67
Ab-Soul,Dom Kennedy,65
Ab-Soul,Freddie Gibbs,70.5
Ab-Soul,Danny Brown,30.5
Ab-Soul,Jay Rock,70
Ab-Soul,Flatbush Zombies,63
Ab-Soul,CyHi The Prynce,59
Ab-Soul,Isaiah Rashad,67.5
Ab-Soul,Domo Genesis,63
Ab-Soul,Dizzy Wright,61
Ab-Soul,Boldy James,67
Ab-Soul,Action Bronson,30.5
