From Artist,To Artist,Weight
.Sinh,enjo,20.0
.Sinh,Kuranes,44.5
.Sinh,leaf beach,20.0
.Sinh,Flavors,20.0
.Sinh,Bertholet,20.0
.Sinh,oofoe,20.0
.Sinh,Dweeb,20.0
.Sinh,Smoke Trees,20.0
.Sinh,Brenky,20.0
.Sinh,Minthaze,20.0
.Sinh,Smeyeul.,20.0
.Sinh,jrd.,20.0
.Sinh,Huez,20.0
.Sinh,Smuv,20.0
.Sinh,Lunchmoney,20.0
.Sinh,Maple Syrup,20.0
.Sinh,goosetaf,20.0
.Sinh,twuan,20.0
.Sinh,.ihaveaface,20.0
.Sinh,Axian,48.0
"10,000 Maniacs",Edie Brickell & New Bohemians,27.0
"10,000 Maniacs",Natalie Merchant,55.5
"10,000 Maniacs",Suzanne Vega,61.0
"10,000 Maniacs",Indigo Girls,57.0
"10,000 Maniacs",Joan Osborne,58.5
"10,000 Maniacs",Shawn Colvin,52.5
"10,000 Maniacs",Aimee Mann,54.5
"10,000 Maniacs",k.d. lang,55.5
"10,000 Maniacs",Toad The Wet Sprocket,27.0
"10,000 Maniacs",Sinéad O'Connor,60.5
"10,000 Maniacs",Concrete Blonde,27.0
"10,000 Maniacs",Melissa Etheridge,57.5
"10,000 Maniacs",Cowboy Junkies,54.0
"10,000 Maniacs",The Sundays,27.0
"10,000 Maniacs",Paula Cole,56.0
"10,000 Maniacs",Sarah McLachlan,27.0
"10,000 Maniacs",Liz Phair,27.0
"10,000 Maniacs",Beth Orton,51.5
"10,000 Maniacs",Lisa Loeb,54.5
"10,000 Maniacs",Heather Nova,53.0
21,Quavo,88.0
21,Gunna,93.0
21,Huncho Jack,77.0
21,Young Thug,90.5
21,NAV,84.5
21,Sheck Wes,79.5
21,Metro Boomin,87.0
21,Don Toliver,86.0
21,Lil Baby,94.0
21,Lil Keed,78.0
21,88GLAM,75.5
21,Trippie Redd,88.5
21,Flipp Dinero,79.0
21,Migos,87.5
21,Lil Yachty,87.5
21,Tm88,72.0
21,6LACK,85.0
21,Young Nudy,84.0
21,Playboi Carti,89.0
21,A$AP Mob,78.5
21 Savage,Quavo,88.0
21 Savage,Gunna,93.0
21 Savage,Huncho Jack,77.0
21 Savage,Young Thug,90.5
21 Savage,NAV,84.5
21 Savage,Sheck Wes,79.5
21 Savage,Metro Boomin,87.0
21 Savage,Don Toliver,86.0
21 Savage,Lil Baby,94.0
21 Savage,Lil Keed,78.0
21 Savage,88GLAM,75.5
21 Savage,Trippie Redd,88.5
21 Savage,Flipp Dinero,79.0
21 Savage,Migos,87.5
21 Savage,Lil Yachty,87.5
21 Savage,Tm88,72.0
21 Savage,6LACK,85.0
21 Savage,Young Nudy,84.0
21 Savage,Playboi Carti,89.0
21 Savage,A$AP Mob,78.5
2FISTD,Aniket Raturi,36.0
2FISTD,Dakait,37.5
2FISTD,MOB D,51.0
2FISTD,Sez on the Beat,42.0
2FISTD,LXSH,15.5
2FISTD,DehraBoom,15.5
2FISTD,N-DRAZ,15.5
2FISTD,yungsta,37.5
2FISTD,Smoke,60.0
2FISTD,Rebel 7,36.5
2FISTD,Kidshot,36.5
2FISTD,Frappe Ash,35.0
2FISTD,Farhan Khan,37.0
2FISTD,Gravity,43.5
2FISTD,Rawal,39.0
2FISTD,The Siege,31.0
2FISTD,MC Altaf,42.5
2FISTD,Aavrutti,38.0
2FISTD,J Trix,39.0
2FISTD,Sikander Kahlon,40.5
2facebleed,Mufasa Rex,36.5
2facebleed,$arthak,18.5
2facebleed,Mark Bhatia,33.5
2facebleed,Big Scratch,35.0
2facebleed,Musaafir,33.5
2facebleed,Khayek,18.0
2facebleed,Vasudev,35.0
2facebleed,Kahanikaar,30.0
2facebleed,Tanishq,18.0
2facebleed,Frappe Ash,37.5
2facebleed,Qaab,36.5
2facebleed,Dhruv Sthetick,39.0
2facebleed,GAUSH,35.0
2facebleed,RAKHT,18.0
2facebleed,yungsta,40.0
2facebleed,Harjas Harjaayi,41.5
2facebleed,Smoke,62.5
2facebleed,D₹V,51.5
2facebleed,The Siege,33.5
2facebleed,superdupersultan,41.0
6LACK,Spillage Village,40.0
6LACK,PARTYNEXTDOOR,40.0
6LACK,EARTHGANG,40.0
6LACK,Majid Jordan,40.0
6LACK,Yo Trane,40.0
6LACK,Roy Woods,40.0
6LACK,Ryan Trey,40.0
6LACK,THEY.,40.0
6LACK,TWENTY88,40.0
6LACK,Bas,40.0
6LACK,Eli Sostre,40.0
6LACK,Bryson Tiller,40.0
6LACK,VIC MENSA,40.0
6LACK,Che Ecru,40.0
6LACK,anders,40.0
6LACK,PnB Rock,78.0
6LACK,SiR,75.0
6LACK,88GLAM,71.5
6LACK,TYuS,40.0
6LACK,Brent Faiyaz,40.0
7Bantai'Z,empty,-1.0
88GLAM,Lil Gotit,30.5
88GLAM,24hrs,30.5
88GLAM,Strick,30.5
88GLAM,Huncho Jack,62.5
88GLAM,Lil Keed,63.5
88GLAM,NAV,73.0
88GLAM,Ramriddlz,30.5
88GLAM,Quavo,73.5
88GLAM,Quality Control,30.5
88GLAM,Flipp Dinero,63.5
88GLAM,Yung Tory,30.5
88GLAM,Baka Not Nice,30.5
88GLAM,Kap G,30.5
88GLAM,Smooky MarGielaa,30.5
88GLAM,Famous Dex,30.5
88GLAM,Nebu Kiniza,30.5
88GLAM,Reese LAFLARE,30.5
88GLAM,Yung Bans,30.5
88GLAM,Jay Critch,30.5
88GLAM,Tm88,58.5
A Covering,Life Is My Soundtrack,31.5
A Covering,Cover Kid,31.5
A Covering,Isaac Shepard,31.5
A Covering,Piano Keys,31.5
A Covering,Baby Lulu,57.0
A Covering,Jesse Nielsen,58.5
A Covering,Michael Hanley,56.0
A Covering,Ludovico Sagese,58.0
A Covering,Chantry Johnson,31.5
A Covering,Nokto Music,59.0
A Covering,Fred Mollin,63.0
A Covering,Emma Wiederstahl,53.0
A Covering,Mingmei Hsueh,61.0
A Covering,Andy Tallent,56.0
A Covering,Rob Cantor,31.5
A Covering,Guitar Way,31.5
A Covering,Bae Bee,64.0
A Covering,Piano Radiance,31.5
A Covering,Benny Martin,31.5
A Covering,Victor Kovacs,58.0
A Kay,Lauren Duski,54.0
A Kay,Julia Cole,57.5
A Kay,Sophia Scott,57.0
A Kay,Kylie Morgan,57.0
A Kay,Lily Rose,57.0
A Kay,Ryan Griffin,55.0
A Kay,Robyn Ottolini,55.0
A Kay,Sammy Arriaga,54.5
A Kay,Priscilla Block,59.5
A Kay,Ashley Cooke,60.5
A Kay,Alana Springsteen,54.5
A Kay,Avery Anna,56.0
A Kay,Mitch Rossell,58.0
A Kay,Smithfield,53.0
A Kay,Drew Baldridge,56.5
A Kay,Britnee Kellogg,49.0
A Kay,Spencer Crandall,60.5
A Kay,Kaylee Rose,52.0
A Kay,Brandon Davis,53.5
A Kay,David J,60.5
A Lullaby For Her Grave,Taken In Vain,-0.5
A Lullaby For Her Grave,Eve of Sin,-0.5
A Lullaby For Her Grave,Scrap Iron Scientists,-0.5
A Lullaby For Her Grave,Horseshoes & Hand Grenades,16.0
A Lullaby For Her Grave,War Torn Angel,-0.5
A Lullaby For Her Grave,I Hate You More,-0.5
A Lullaby For Her Grave,Numbnuts,2.0
A Lullaby For Her Grave,Laid In Stone,0.0
A Lullaby For Her Grave,Christer Nygård,-0.5
A Lullaby For Her Grave,Ripsaw,-0.5
A Lullaby For Her Grave,Stranci,-0.5
A Lullaby For Her Grave,E-Protool,-0.5
A Lullaby For Her Grave,Gentlemen of Fortune,-0.5
A Lullaby For Her Grave,Davola,-0.5
A Lullaby For Her Grave,As My World Burns,-0.5
A Lullaby For Her Grave,Embrace the Embers,-0.5
A Lullaby For Her Grave,Slam One Down,-0.5
A Lullaby For Her Grave,Amwb,-0.5
A Lullaby For Her Grave,Into The Sea,-0.5
A Lullaby For Her Grave,Blacken,-0.5
A$AP Mob,A$AP ANT,32.5
A$AP Mob,A$AP Ferg,32.5
A$AP Mob,Huncho Jack,65.5
A$AP Mob,A$AP Twelvyy,32.5
A$AP Mob,The Underachievers,32.5
A$AP Mob,Sheck Wes,68.0
A$AP Mob,Famous Dex,32.5
A$AP Mob,Lil Yachty,74.0
A$AP Mob,Young Nudy,73.5
A$AP Mob,Kirk Knight,32.5
A$AP Mob,Ugly God,32.5
A$AP Mob,Quality Control,32.5
A$AP Mob,Quavo,74.5
A$AP Mob,MadeinTYO,32.5
A$AP Mob,Tm88,60.5
A$AP Mob,Beast Coast,32.5
A$AP Mob,Cousin Stizz,32.5
A$AP Mob,Tay-K,32.5
A$AP Mob,Flatbush Zombies,32.5
